x,y,Exact,Numeric,Error
0.40404,0.10101,0.308133,-0,0.308133
0.424242,0.10101,0.313589,-0,0.313589
0.444444,0.10101,0.317783,-0,0.317783
0.464646,0.10101,0.320697,-0,0.320697
0.484848,0.10101,0.32232,-0,0.32232
1.51515,0.10101,-0.32232,-0,0.32232
1.53535,0.10101,-0.320697,-0,0.320697
1.55556,0.10101,-0.317783,-0,0.317783
1.57576,0.10101,-0.313589,-0,0.313589
1.59596,0.10101,-0.308133,-0,0.308133
1.61616,0.10101,-0.301436,-0,0.301436
1.63636,0.10101,-0.293525,-0,0.293525
1.65657,0.10101,-0.284432,-0,0.284432
1.67677,0.10101,-0.274194,-0,0.274194
1.69697,0.10101,-0.262852,-0,0.262852
1.71717,0.10101,-0.250451,-0,0.250451
1.73737,0.10101,-0.237042,-0,0.237042
1.75758,0.10101,-0.222678,-0,0.222678
1.77778,0.10101,-0.207418,-0,0.207418
1.79798,0.10101,-0.191323,-0,0.191323
1.81818,0.10101,-0.174457,-0,0.174457
1.83838,0.10101,-0.156889,-0,0.156889
1.85859,0.10101,-0.138689,-0,0.138689
1.87879,0.10101,-0.11993,-0,0.11993
1.89899,0.10101,-0.100689,-0,0.100689
1.91919,0.10101,-0.0810418,-0,0.0810418
1.93939,0.10101,-0.0610686,-0,0.0610686
1.9596,0.10101,-0.0408495,-0,0.0408495
1.9798,0.10101,-0.020466,-0,0.020466
2,0.10101,-4.09147e-15,-0,4.09147e-15
0,0.126263,0,-0,0
0.020202,0.126263,0.0258231,-0,0.0258231
0.040404,0.126263,0.0515421,-0,0.0515421
0.0606061,0.126263,0.0770536,-0,0.0770536
0.0808081,0.126263,0.102255,-0,0.102255
0.10101,0.126263,0.127044,-0,0.127044
0.121212,0.126263,0.151322,-0,0.151322
0.141414,0.126263,0.174991,-0,0.174991
0.161616,0.126263,0.197955,-0,0.197955
0.181818,0.126263,0.220122,-0,0.220122
0.20202,0.126263,0.241402,-0,0.241402
0.222222,0.126263,0.261711,-0,0.261711
0.242424,0.126263,0.280966,-0,0.280966
0.262626,0.126263,0.299089,-0,0.299089
0.282828,0.126263,0.316008,-0,0.316008
0.30303,0.126263,0.331655,-0,0.331655
0.323232,0.126263,0.345966,-0,0.345966
0.343434,0.126263,0.358884,-0,0.358884
0.363636,0.126263,0.370357,-0,0.370357
0.383838,0.126263,0.380338,-0,0.380338
0.40404,0.126263,0.388788,-0,0.388788
0.424242,0.126263,0.395673,-0,0.395673
0.444444,0.126263,0.400965,-0,0.400965
0.464646,0.126263,0.404641,-0,0.404641
0.484848,0.126263,0.406689,-0,0.406689
1.51515,0.126263,-0.406689,-0,0.406689
1.53535,0.126263,-0.404641,-0,0.404641
1.55556,0.126263,-0.400965,-0,0.400965
1.57576,0.126263,-0.395673,-0,0.395673
1.59596,0.126263,-0.388788,-0,0.388788
1.61616,0.126263,-0.380338,-0,0.380338
1.63636,0.126263,-0.370357,-0,0.370357
1.65657,0.126263,-0.358884,-0,0.358884
1.67677,0.126263,-0.345966,-0,0.345966
1.69697,0.126263,-0.331655,-0,0.331655
1.71717,0.126263,-0.316008,-0,0.316008
1.73737,0.126263,-0.299089,-0,0.299089
1.75758,0.126263,-0.280966,-0,0.280966
1.77778,0.126263,-0.261711,-0,0.261711
1.79798,0.126263,-0.241402,-0,0.241402
1.81818,0.126263,-0.220122,-0,0.220122
1.83838,0.126263,-0.197955,-0,0.197955
1.85859,0.126263,-0.174991,-0,0.174991
1.87879,0.126263,-0.151322,-0,0.151322
1.89899,0.126263,-0.127044,-0,0.127044
1.91919,0.126263,-0.102255,-0,0.102255
1.93939,0.126263,-0.0770536,-0,0.0770536
1.9596,0.126263,-0.0515421,-0,0.0515421
1.9798,0.126263,-0.0258231,-0,0.0258231
2,0.126263,-5.16243e-15,-0,5.16243e-15
0,0.151515,0,-0,0
0.020202,0.151515,0.0313427,-0,0.0313427
0.040404,0.151515,0.0625593,-0,0.0625593
0.0606061,0.151515,0.0935239,-0,0.0935239
0.0808081,0.151515,0.124112,-0,0.124112
0.10101,0.151515,0.1542,-0,0.1542
0.121212,0.151515,0.183668,-0,0.183668
0.141414,0.151515,0.212395,-0,0.212395
0.161616,0.151515,0.240268,-0,0.240268
0.181818,0.151515,0.267173,-0,0.267173
0.20202,0.151515,0.293002,-0,0.293002
0.222222,0.151515,0.317652,-0,0.317652
0.242424,0.151515,0.341022,-0,0.341022
0.262626,0.151515,0.363019,-0,0.363019
0.282828,0.151515,0.383555,-0,0.383555
0.30303,0.151515,0.402546,-0,0.402546
0.323232,0.151515,0.419916,-0,0.419916
0.343434,0.151515,0.435595,-0,0.435595
0.363636,0.151515,0.449521,-0,0.449521
0.383838,0.151515,0.461636,-0,0.461636
0.40404,0.151515,0.471892,-0,0.471892
0.424242,0.151515,0.480248,-0,0.480248
0.444444,0.151515,0.486671,-0,0.486671
0.464646,0.151515,0.491134,-0,0.491134
0.484848,0.151515,0.493619,-0,0.493619
1.51515,0.151515,-0.493619,-0,0.493619
1.53535,0.151515,-0.491134,-0,0.491134
1.55556,0.151515,-0.486671,-0,0.486671
1.57576,0.151515,-0.480248,-0,0.480248
1.59596,0.151515,-0.471892,-0,0.471892
1.61616,0.151515,-0.461636,-0,0.461636
1.63636,0.151515,-0.449521,-0,0.449521
1.65657,0.151515,-0.435595,-0,0.435595
1.67677,0.151515,-0.419916,-0,0.419916
1.69697,0.151515,-0.402546,-0,0.402546
1.71717,0.151515,-0.383555,-0,0.383555
1.73737,0.151515,-0.363019,-0,0.363019
1.75758,0.151515,-0.341022,-0,0.341022
1.77778,0.151515,-0.317652,-0,0.317652
1.79798,0.151515,-0.293002,-0,0.293002
1.81818,0.151515,-0.267173,-0,0.267173
1.83838,0.151515,-0.240268,-0,0.240268
1.85859,0.151515,-0.212395,-0,0.212395
1.87879,0.151515,-0.183668,-0,0.183668
1.89899,0.151515,-0.1542,-0,0.1542
1.91919,0.151515,-0.124112,-0,0.124112
1.93939,0.151515,-0.0935239,-0,0.0935239
1.9596,0.151515,-0.0625593,-0,0.0625593
1.9798,0.151515,-0.0313427,-0,0.0313427
2,0.151515,-6.2659e-15,-0,6.2659e-15
0,0.176768,0,-0,0
0.020202,0.176768,0.0370598,-0,0.0370598
0.040404,0.176768,0.0739704,-0,0.0739704
0.0606061,0.176768,0.110583,-0,0.110583
0.0808081,0.176768,0.146751,-0,0.146751
0.10101,0.176768,0.182327,-0,0.182327
0.121212,0.176768,0.217169,-0,0.217169
0.141414,0.176768,0.251137,-0,0.251137
0.161616,0.176768,0.284094,-0,0.284094
0.181818,0.176768,0.315907,-0,0.315907
0.20202,0.176768,0.346447,-0,0.346447
0.222222,0.176768,0.375593,-0,0.375593
0.242424,0.176768,0.403226,-0,0.403226
0.262626,0.176768,0.429236,-0,0.429236
0.282828,0.176768,0.453517,-0,0.453517
0.30303,0.176768,0.475972,-0,0.475972
0.323232,0.176768,0.496511,-0,0.496511
0.343434,0.176768,0.51505,-0,0.51505
0.363636,0.176768,0.531515,-0,0.531515
0.383838,0.176768,0.54584,-0,0.54584
0.40404,0.176768,0.557967,-0,0.557967
0.424242,0.176768,0.567848,-0,0.567848
0.444444,0.176768,0.575442,-0,0.575442
0.464646,0.176768,0.580719,-0,0.580719
0.484848,0.176768,0.583657,-0,0.583657
1.51515,0.176768,-0.583657,-0,0.583657
1.53535,0.176768,-0.580719,-0,0.580719
1.55556,0.176768,-0.575442,-0,0.575442
1.57576,0.176768,-0.567848,-0,0.567848
1.59596,0.176768,-0.557967,-0,0.557967
1.61616,0.176768,-0.54584,-0,0.54584
1.63636,0.176768,-0.531515,-0,0.531515
1.65657,0.176768,-0.51505,-0,0.51505
1.67677,0.176768,-0.496511,-0,0.496511
1.69697,0.176768,-0.475972,-0,0.475972
1.71717,0.176768,-0.453517,-0,0.453517
1.73737,0.176768,-0.429236,-0,0.429236
1.75758,0.176768,-0.403226,-0,0.403226
1.77778,0.176768,-0.375593,-0,0.375593
1.79798,0.176768,-0.346447,-0,0.346447
1.81818,0.176768,-0.315907,-0,0.315907
1.83838,0.176768,-0.284094,-0,0.284094
1.85859,0.176768,-0.251137,-0,0.251137
1.87879,0.176768,-0.217169,-0,0.217169
1.89899,0.176768,-0.182327,-0,0.182327
1.91919,0.176768,-0.146751,-0,0.146751
1.93939,0.176768,-0.110583,-0,0.110583
1.9596,0.176768,-0.0739704,-0,0.0739704
1.9798,0.176768,-0.0370598,-0,0.0370598
2,0.176768,-7.40883e-15,-0,7.40883e-15
0,0.20202,0,-0,0
0.020202,0.20202,0.0430102,-0,0.0430102
0.040404,0.20202,0.0858472,-0,0.0858472
0.0606061,0.20202,0.128339,-0,0.128339
0.0808081,0.20202,0.170313,-0,0.170313
0.10101,0.20202,0.211602,-0,0.211602
0.121212,0.20202,0.252039,-0,0.252039
0.141414,0.20202,0.291461,-0,0.291461
0.161616,0.20202,0.329709,-0,0.329709
0.181818,0.20202,0.366629,-0,0.366629
0.20202,0.20202,0.402074,-0,0.402074
0.222222,0.20202,0.435899,-0,0.435899
0.242424,0.20202,0.467969,-0,0.467969
0.262626,0.20202,0.498155,-0,0.498155
0.282828,0.20202,0.526335,-0,0.526335
0.30303,0.20202,0.552396,-0,0.552396
0.323232,0.20202,0.576232,-0,0.576232
0.343434,0.20202,0.597748,-0,0.597748
0.363636,0.20202,0.616857,-0,0.616857
0.383838,0.20202,0.633482,-0,0.633482
0.40404,0.20202,0.647556,-0,0.647556
0.424242,0.20202,0.659023,-0,0.659023
0.444444,0.20202,0.667836,-0,0.667836
0.464646,0.20202,0.67396,-0,0.67396
0.484848,0.20202,0.677371,-0,0.677371
1.51515,0.20202,-0.677371,-0,0.677371
1.53535,0.20202,-0.67396,-0,0.67396
1.55556,0.20202,-0.667836,-0,0.667836
1.57576,0.20202,-0.659023,-0,0.659023
1.59596,0.20202,-0.647556,-0,0.647556
1.61616,0.20202,-0.633482,-0,0.633482
1.63636,0.20202,-0.616857,-0,0.616857
1.65657,0.20202,-0.597748,-0,0.597748
1.67677,0.20202,-0.576232,-0,0.576232
1.69697,0.20202,-0.552396,-0,0.552396
1.71717,0.20202,-0.526335,-0,0.526335
1.73737,0.20202,-0.498155,-0,0.498155
1.75758,0.20202,-0.467969,-0,0.467969
1.77778,0.20202,-0.435899,-0,0.435899
1.79798,0.20202,-0.402074,-0,0.402074
1.81818,0.20202,-0.366629,-0,0.366629
1.83838,0.20202,-0.329709,-0,0.329709
1.85859,0.20202,-0.291461,-0,0.291461
1.87879,0.20202,-0.252039,-0,0.252039
1.89899,0.20202,-0.211602,-0,0.211602
1.91919,0.20202,-0.170313,-0,0.170313
1.93939,0.20202,-0.128339,-0,0.128339
1.9596,0.20202,-0.0858472,-0,0.0858472
1.9798,0.20202,-0.0430102,-0,0.0430102
2,0.20202,-8.59841e-15,-0,8.59841e-15
0,0.227273,0,-0,0
0.020202,0.227273,0.0492315,-0,0.0492315
0.040404,0.227273,0.0982647,-0,0.0982647
0.0606061,0.227273,0.146902,-0,0.146902
0.0808081,0.227273,0.194948,-0,0.194948
0.10101,0.227273,0.242209,-0,0.242209
0.121212,0.227273,0.288495,-0,0.288495
0.141414,0.227273,0.333619,-0,0.333619
0.161616,0.227273,0.3774,-0,0.3774
0.181818,0.227273,0.419661,-0,0.419661
0.20202,0.227273,0.460232,-0,0.460232
0.222222,0.227273,0.49895,-0,0.49895
0.242424,0.227273,0.535659,-0,0.535659
0.262626,0.227273,0.570211,-0,0.570211
0.282828,0.227273,0.602467,-0,0.602467
0.30303,0.227273,0.632297,-0,0.632297
0.323232,0.227273,0.659581,-0,0.659581
0.343434,0.227273,0.68421,-0,0.68421
0.363636,0.227273,0.706083,-0,0.706083
0.383838,0.227273,0.725113,-0,0.725113
0.40404,0.227273,0.741223,-0,0.741223
0.424242,0.227273,0.754348,-0,0.754348
0.444444,0.227273,0.764436,-0,0.764436
0.464646,0.227273,0.771446,-0,0.771446
0.484848,0.227273,0.77535,-0,0.77535
1.51515,0.227273,-0.77535,-0,0.77535
1.53535,0.227273,-0.771446,-0,0.771446
1.55556,0.227273,-0.764436,-0,0.764436
1.57576,0.227273,-0.754348,-0,0.754348
1.59596,0.227273,-0.741223,-0,0.741223
1.61616,0.227273,-0.725113,-0,0.725113
1.63636,0.227273,-0.706083,-0,0.706083
1.65657,0.227273,-0.68421,-0,0.68421
1.67677,0.227273,-0.659581,-0,0.659581
1.69697,0.227273,-0.632297,-0,0.632297
1.71717,0.227273,-0.602467,-0,0.602467
1.73737,0.227273,-0.570211,-0,0.570211
1.75758,0.227273,-0.535659,-0,0.535659
1.77778,0.227273,-0.49895,-0,0.49895
1.79798,0.227273,-0.460232,-0,0.460232
1.81818,0.227273,-0.419661,-0,0.419661
1.83838,0.227273,-0.3774,-0,0.3774
1.85859,0.227273,-0.333619,-0,0.333619
1.87879,0.227273,-0.288495,-0,0.288495
1.89899,0.227273,-0.242209,-0,0.242209
1.91919,0.227273,-0.194948,-0,0.194948
1.93939,0.227273,-0.146902,-0,0.146902
1.9596,0.227273,-0.0982647,-0,0.0982647
1.9798,0.227273,-0.0492315,-0,0.0492315
2,0.227273,-9.84214e-15,-0,9.84214e-15
0,0.252525,0,-0,0
0.020202,0.252525,0.0557628,-0,0.0557628
0.040404,0.252525,0.111301,-0,0.111301
0.0606061,0.252525,0.166391,-0,0.166391
0.0808081,0.252525,0.220811,-0,0.220811
0.10101,0.252525,0.274342,-0,0.274342
0.121212,0.252525,0.326768,-0,0.326768
0.141414,0.252525,0.377879,-0,0.377879
0.161616,0.252525,0.427468,-0,0.427468
0.181818,0.252525,0.475335,-0,0.475335
0.20202,0.252525,0.521289,-0,0.521289
0.222222,0.252525,0.565143,-0,0.565143
0.242424,0.252525,0.606722,-0,0.606722
0.262626,0.252525,0.645858,-0,0.645858
0.282828,0.252525,0.682393,-0,0.682393
0.30303,0.252525,0.716181,-0,0.716181
0.323232,0.252525,0.747085,-0,0.747085
0.343434,0.252525,0.77498,-0,0.77498
0.363636,0.252525,0.799755,-0,0.799755
0.383838,0.252525,0.821309,-0,0.821309
0.40404,0.252525,0.839557,-0,0.839557
0.424242,0.252525,0.854423,-0,0.854423
0.444444,0.252525,0.86585,-0,0.86585
0.464646,0.252525,0.87379,-0,0.87379
0.484848,0.252525,0.878211,-0,0.878211
1.51515,0.252525,-0.878211,-0,0.878211
1.53535,0.252525,-0.87379,-0,0.87379
1.55556,0.252525,-0.86585,-0,0.86585
1.57576,0.252525,-0.854423,-0,0.854423
1.59596,0.252525,-0.839557,-0,0.839557
1.61616,0.252525,-0.821309,-0,0.821309
1.63636,0.252525,-0.799755,-0,0.799755
1.65657,0.252525,-0.77498,-0,0.77498
1.67677,0.252525,-0.747085,-0,0.747085
1.69697,0.252525,-0.716181,-0,0.716181
1.71717,0.252525,-0.682393,-0,0.682393
1.73737,0.252525,-0.645858,-0,0.645858
1.75758,0.252525,-0.606722,-0,0.606722
1.77778,0.252525,-0.565143,-0,0.565143
1.79798,0.252525,-0.521289,-0,0.521289
1.81818,0.252525,-0.475335,-0,0.475335
1.83838,0.252525,-0.427468,-0,0.427468
1.85859,0.252525,-0.377879,-0,0.377879
1.87879,0.252525,-0.326768,-0,0.326768
1.89899,0.252525,-0.274342,-0,0.274342
1.91919,0.252525,-0.220811,-0,0.220811
1.93939,0.252525,-0.166391,-0,0.166391
1.9596,0.252525,-0.111301,-0,0.111301
1.9798,0.252525,-0.0557628,-0,0.0557628
2,0.252525,-1.11478e-14,-0,1.11478e-14
0,0.277778,0,-0,0
0.020202,0.277778,0.0626452,-0,0.0626452
0.040404,0.277778,0.125038,-0,0.125038
0.0606061,0.277778,0.186928,-0,0.186928
0.0808081,0.277778,0.248064,-0,0.248064
0.10101,0.277778,0.308202,-0,0.308202
0.121212,0.277778,0.367099,-0,0.367099
0.141414,0.277778,0.424518,-0,0.424518
0.161616,0.277778,0.480227,-0,0.480227
0.181818,0.277778,0.534003,-0,0.534003
0.20202,0.277778,0.585628,-0,0.585628
0.222222,0.277778,0.634895,-0,0.634895
0.242424,0.277778,0.681606,-0,0.681606
0.262626,0.277778,0.725572,-0,0.725572
0.282828,0.277778,0.766617,-0,0.766617
0.30303,0.277778,0.804574,-0,0.804574
0.323232,0.277778,0.839292,-0,0.839292
0.343434,0.277778,0.87063,-0,0.87063
0.363636,0.277778,0.898463,-0,0.898463
0.383838,0.277778,0.922678,-0,0.922678
0.40404,0.277778,0.943177,-0,0.943177
0.424242,0.277778,0.959879,-0,0.959879
0.444444,0.277778,0.972716,-0,0.972716
0.464646,0.277778,0.981636,-0,0.981636
0.484848,0.277778,0.986603,-0,0.986603
1.51515,0.277778,-0.986603,-0,0.986603
1.53535,0.277778,-0.981636,-0,0.981636
1.55556,0.277778,-0.972716,-0,0.972716
1.57576,0.277778,-0.959879,-0,0.959879
1.59596,0.277778,-0.943177,-0,0.943177
1.61616,0.277778,-0.922678,-0,0.922678
1.63636,0.277778,-0.898463,-0,0.898463
1.65657,0.277778,-0.87063,-0,0.87063
1.67677,0.277778,-0.839292,-0,0.839292
1.69697,0.277778,-0.804574,-0,0.804574
1.71717,0.277778,-0.766617,-0,0.766617
1.73737,0.277778,-0.725572,-0,0.725572
1.75758,0.277778,-0.681606,-0,0.681606
1.77778,0.277778,-0.634895,-0,0.634895
1.79798,0.277778,-0.585628,-0,0.585628
1.81818,0.277778,-0.534003,-0,0.534003
1.83838,0.277778,-0.480227,-0,0.480227
1.85859,0.277778,-0.424518,-0,0.424518
1.87879,0.277778,-0.367099,-0,0.367099
1.89899,0.277778,-0.308202,-0,0.308202
1.91919,0.277778,-0.248064,-0,0.248064
1.93939,0.277778,-0.186928,-0,0.186928
1.9596,0.277778,-0.125038,-0,0.125038
1.9798,0.277778,-0.0626452,-0,0.0626452
2,0.277778,-1.25237e-14,-0,1.25237e-14
